item_id,elasticity,avg_price,avg_demand,observations,unique_prices,iterations
FOODS_1_009,-0.10866692017490345,2.398654104979812,0.5847913862718708,1486,4,61
FOODS_1_010,0.05191811591473074,5.3689372325249645,0.2225392296718973,1402,10,39
FOODS_1_011,0.1552015449001952,2.519389920424403,0.6137931034482759,1885,4,73
FOODS_1_012,-1.5932499315044963,5.487381092190253,3.0563711098062245,1703,10,84
FOODS_1_013,-0.11626510655663555,1.4739681697612734,1.3294429708222812,1885,4,56
FOODS_1_015,-0.32340212874574714,3.2045644040619994,0.6937466595403528,1871,6,107
FOODS_1_017,0.005854958173196575,2.359364435429344,0.5625422582826234,1479,4,61
FOODS_1_022,-6.501869071315859e-06,4.597058823529411,0.12362911266201396,1003,9,27
FOODS_1_023,-0.7179353845020184,5.485531415149736,1.4674104521432765,1703,9,90
FOODS_1_030,-0.23384595073280895,3.189190628328009,0.536741214057508,1878,6,74
FOODS_1_033,0.03094277500538097,5.380984793627806,0.4112961622013034,1381,9,69
FOODS_1_034,-0.0017883449941200201,5.522743801652892,0.3212121212121212,1815,8,40
FOODS_1_035,0.12208046424127102,2.518647214854111,0.7082228116710876,1885,4,75
FOODS_1_037,-0.21671514439343895,3.2214696485623002,1.0479233226837061,1878,5,102
FOODS_1_038,-0.13063848055362434,9.194302449414272,0.5399361022364217,1878,5,76
FOODS_1_044,0.4127315858083719,2.815713527851459,1.9421750663129973,1885,4,119
FOODS_1_049,-0.45480114919067544,2.2405198938992044,0.979840848806366,1885,4,54
FOODS_1_053,-0.08994334072041929,5.548636604774536,0.3750663129973475,1885,6,55
FOODS_1_055,-0.3212133883244793,3.9165517241379306,2.743236074270557,1885,5,169
FOODS_1_059,0.013579386713538992,4.708763102725367,0.4790356394129979,954,7,52
FOODS_1_061,-0.2310856256101641,2.168159871244636,1.6824034334763949,1864,4,67
FOODS_1_065,-0.18914171290041842,3.3024827586206897,0.6509283819628647,1885,4,54
FOODS_1_072,0.04400911756324982,4.88785400658617,0.4110867178924259,1822,4,55
FOODS_1_073,0.06463142921922296,1.9872785145888596,1.1570291777188328,1885,4,61
FOODS_1_076,-0.008007494331257232,5.502366047745357,0.7893899204244031,1885,7,66
FOODS_1_081,-0.8715307585611911,5.4883264826776275,0.9788608338226659,1703,10,72
FOODS_1_087,-1.2692322055234357,5.48557251908397,1.925425719318849,1703,11,67
FOODS_1_088,-0.368173413656268,4.875411140583555,1.529973474801061,1885,4,108
FOODS_1_093,-0.2569504957417123,5.487093364650617,0.2178508514386377,1703,10,49
FOODS_1_094,0.0861736043552331,3.311246684350133,0.810079575596817,1885,4,50
FOODS_1_095,0.0027009937080982606,3.0270291777188327,0.20212201591511936,1885,16,39
FOODS_1_096,0.037506360375296845,5.909782493368699,0.31087533156498676,1885,13,46
FOODS_1_103,-0.36548524645462965,3.961702917771882,1.3883289124668434,1885,4,116
FOODS_1_106,0.09266571040735656,3.3188965517241384,1.2960212201591512,1885,4,58
FOODS_1_107,-0.07669514993279047,5.452878787878787,0.20707070707070707,1584,10,44
FOODS_1_128,-0.4252180632782697,3.9521786492374718,0.721677559912854,1836,5,55
FOODS_1_129,-0.032139696275503594,5.9742493368700265,0.4116710875331565,1885,14,52
